City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,natal,-5.795,-35.2094,32.12,66,40,4.63,BR,1710430805
299,praia da vitoria,38.7333,-27.0667,21.14,64,20,8.44,PT,1710430833
300,badr hunayn,23.7829,38.7905,28.89,57,39,1.25,SA,1710430833
301,labasa,-16.4167,179.3833,25.97,92,100,4.99,FJ,1710430834
302,haiku-pauwela,20.9219,-156.3051,20.58,94,100,5.66,US,1710430834
303,armacao de buzios,-22.7469,-41.8817,30.03,75,3,4.28,BR,1710430834
304,amasra,41.7463,32.3863,9.62,87,25,0.46,TR,1710430834
305,bereket,39.2446,55.5154,10.61,43,90,12.92,TM,1710430835
306,sirte,31.2089,16.5887,16.84,58,21,5.05,LY,1710430835
307,nizhniy kuranakh,58.8353,125.4869,-15.36,98,100,0.9,RU,1710430835
308,pasni,25.2631,63.471,25.23,30,0,8.99,PK,1710430836
309,vilhena,-12.7406,-60.1458,31.12,55,0,3.09,BR,1710430836
310,sarupathar,26.1984,93.8094,20.3,54,60,2.05,IN,1710430836
311,kabala,9.5833,-11.55,40.44,13,79,1.49,SL,1710430837
312,port saint john's,-31.6229,29.5448,21.05,80,31,1.44,ZA,1710430837
313,swift current,50.2834,-107.8014,-1.55,100,100,4.63,CA,1710430837
314,robbah,33.2797,6.9098,22.85,19,80,2.79,DZ,1710430838
315,djambala,-2.5447,14.7533,29.8,55,66,1.59,CG,1710430838
316,el granada,37.5027,-122.4694,15.19,40,100,8.75,US,1710430838
317,malabar,-33.9667,151.25,18.84,81,75,10.29,AU,1710430838
318,daru,-9.0763,143.2092,25.47,91,100,2.53,PG,1710430839
319,hawaiian paradise park,19.5933,-154.9731,19.46,90,0,3.09,US,1710430839
320,itoman,26.1247,127.6694,19.43,66,40,2.06,JP,1710430839
321,mili,6.0815,171.735,27.76,81,100,9.48,MH,1710430839
322,sydney,-33.8679,151.2073,18.61,84,75,10.29,AU,1710430307
323,kousseri,12.0769,15.0306,40.98,6,100,4.63,CM,1710430840
324,malango,-2.9627,119.9001,19.9,98,100,1.2,ID,1710430840
325,zimovniki,47.1483,42.4633,5.1,62,100,7.77,RU,1710430841
326,nasir,15.5894,32.5634,39.36,8,95,1.74,SD,1710430841
327,ta`u,-14.2336,-169.5144,27.9,80,96,2.38,AS,1710430841
328,filingue,14.3521,3.3168,39.51,15,11,3.66,NE,1710430842
329,aswan,24.0934,32.907,33.61,7,0,3.6,EG,1710430842
330,shenjiamen,29.9576,122.298,10.79,85,100,2.45,CN,1710430842
331,inhambane,-23.865,35.3833,27.99,78,75,4.12,MZ,1710430842
332,zhezqazghan,47.7833,67.7667,-10.68,85,40,4.0,KZ,1710430680
333,constitucion,-35.3333,-72.4167,20.08,54,1,7.12,CL,1710430843
334,nchelenge,-9.3451,28.734,25.37,75,89,0.14,ZM,1710430843
335,geraldton,-28.7667,114.6,22.23,88,0,2.57,AU,1710430843
336,paoua,7.2427,16.4406,36.78,21,96,3.63,CF,1710430844
337,kapuskasing,49.4169,-82.4331,-2.95,93,100,4.63,CA,1710430844
338,al bayda,32.7627,21.7551,10.93,76,90,5.1,LY,1710430844
339,roma,43.2128,-75.4557,14.76,55,73,1.34,US,1710430844
340,chernyshevsk,52.5243,117.0174,-14.64,88,3,1.6,RU,1710430845
341,ellon,57.3641,-2.0731,9.2,81,100,3.09,GB,1710430845
342,sogndal,61.2283,7.1003,7.21,75,40,7.72,NO,1710430846
343,thanh hoa,19.8,105.7667,21.21,93,97,1.96,VN,1710430846
344,langepas,61.2544,75.2124,-17.43,91,21,3.56,RU,1710430846
345,saudarkrokur,65.7461,-19.6394,-1.88,74,91,1.47,IS,1710430846
346,richards bay,-28.783,32.0377,20.82,86,100,4.35,ZA,1710430847
347,dunedin,-45.8742,170.5036,9.33,87,100,3.13,NZ,1710430847
348,bubaque,11.2833,-15.8333,26.66,60,32,5.4,GW,1710430847
349,vadso,70.0744,29.7487,-2.91,93,100,3.6,NO,1710430847
350,manokwari,-0.8667,134.0833,26.01,83,100,3.48,ID,1710430848
351,igarka,67.4667,86.5833,-23.56,98,93,2.64,RU,1710430848
352,tiruchchendur,8.4833,78.1167,27.83,84,5,4.99,IN,1710430849
353,belmonte,-15.8631,-38.8828,30.21,66,64,4.58,BR,1710430849
354,luderitz,-26.6481,15.1594,20.92,62,4,9.56,NA,1710430849
355,mahdia,35.5047,11.0622,17.97,62,0,5.43,TN,1710430849
356,gumdag,39.2061,54.5906,11.04,39,89,13.6,TM,1710430850
357,gagliano del capo,39.8442,18.3695,15.45,63,20,3.6,IT,1710430698
358,teruel,40.6667,-0.6667,15.85,45,40,6.89,ES,1710430850
359,general jose de san martin,-26.5374,-59.3416,39.21,34,63,4.85,AR,1710430850
360,hadibu,12.65,54.0333,26.39,73,1,4.52,YE,1710430693
361,tralee,52.2704,-9.7026,13.14,88,75,5.14,IE,1710430839
362,serchhip,23.3,92.8333,19.09,86,83,1.05,IN,1710430851
363,flying fish cove,-10.4217,105.6791,25.82,83,40,3.6,CX,1710430851
364,bhabhra,22.5333,74.3333,24.86,22,0,0.93,IN,1710430852
365,moree,-29.4667,149.85,24.91,36,28,2.22,AU,1710430852
366,nemuro,43.3236,145.575,-2.43,72,58,3.49,JP,1710430852
367,midvagur,62.0511,-7.1939,3.46,75,40,8.75,FO,1710430852
368,kamennogorsk,60.9545,29.1339,3.09,88,100,7.66,RU,1710430853
369,blackwell,36.8045,-97.2828,15.53,80,0,3.6,US,1710430853
370,nago,26.5881,127.9761,19.47,70,98,1.89,JP,1710430853
371,dhing,26.4667,92.4667,24.18,39,51,5.57,IN,1710430853
372,st. thomas,42.7736,-81.1804,11.25,65,96,4.88,CA,1710430854
373,muscat,23.6139,58.5922,25.01,49,0,2.09,OM,1710430779
374,new norfolk,-42.7826,147.0587,10.72,96,0,0.95,AU,1710430854
375,amuntai,-2.4177,115.2494,24.67,93,92,0.35,ID,1710430854
376,anna regina,7.2644,-58.5077,30.05,64,24,4.48,GY,1710430855
377,arish,31.1316,33.7984,19.1,68,40,4.12,EG,1710430855
378,yangquan,37.8575,113.5633,10.56,25,0,1.28,CN,1710430855
379,maputo,-25.9653,32.5892,23.82,83,75,6.17,MZ,1710430856
380,qarazhal,48.0078,70.7903,-12.08,96,11,3.57,KZ,1710430856
381,plastun,44.7561,136.2939,-3.86,81,8,1.99,RU,1710430856
382,mena,51.5217,32.2157,3.01,71,100,3.01,UA,1710430856
383,dubinino,55.6192,89.0911,-7.03,81,91,5.29,RU,1710430857
384,caburan,5.9181,125.6411,24.67,87,95,5.6,PH,1710430857
385,regina,50.4501,-104.6178,-3.94,95,100,4.12,CA,1710430857
386,ebolowa,2.9,11.15,26.56,79,77,2.28,CM,1710430857
387,crane,31.3974,-102.3501,19.28,23,0,1.74,US,1710430858
388,el tigre,8.8875,-64.2454,33.99,36,12,6.64,VE,1710430858
389,quang ngai,15.1167,108.8,23.92,80,94,1.2,VN,1710430858
390,shijiazhuang,38.0414,114.4786,10.92,31,0,2.83,CN,1710430656
391,yashkul',46.1711,45.3435,3.92,55,100,9.23,RU,1710430859
392,aykhal,66.0,111.5,-29.7,99,58,2.59,RU,1710430859
393,nova sintra,14.8667,-24.7167,23.77,71,0,9.23,CV,1710430859
394,al ghayzah,16.2079,52.176,26.13,72,0,4.87,YE,1710430859
395,calarasi,47.2544,28.3081,4.62,68,92,3.64,MD,1710430685
396,south boston,42.3334,-71.0495,13.58,61,0,1.34,US,1710430860
397,touros,-5.1989,-35.4608,31.63,61,99,5.33,BR,1710430860
398,brewton,31.1052,-87.0722,22.02,89,22,2.18,US,1710430860
399,usinsk,65.9939,57.5281,-12.18,94,97,4.47,RU,1710430851
400,papao,-17.75,-149.55,26.82,76,96,4.34,PF,1710430656
401,rongelap,11.1635,166.8941,26.19,77,100,7.97,MH,1710430861
402,akrehamn,59.2667,5.1833,8.45,87,75,5.66,NO,1710430861
403,amga,60.8953,131.9608,-29.07,100,92,0.45,RU,1710430862
404,iowa falls,42.5225,-93.2513,8.85,87,100,8.23,US,1710430862
405,wad az zaki,14.4619,32.2065,38.79,8,100,2.78,SD,1710430862
406,mafinga,-7.25,35.0667,23.4,76,59,1.41,TZ,1710430660
407,talcahuano,-36.7167,-73.1167,17.82,59,20,4.12,CL,1710430863
408,baganga,7.5739,126.56,24.79,87,99,2.1,PH,1710430863
409,selfoss,63.9331,-20.9971,1.14,60,100,6.25,IS,1710430863
410,unecha,52.8459,32.6739,2.64,68,4,2.95,RU,1710430863
411,freetown,8.484,-13.2299,28.44,63,56,4.61,SL,1710430864
412,xilin hot,43.9667,116.0333,-1.9,84,21,2.46,CN,1710430864
413,viedma,-40.8135,-62.9967,22.41,23,0,5.13,AR,1710430864
414,saint-joseph,-21.3667,55.6167,27.21,84,77,4.84,RE,1710430864
415,qulsary,46.9531,54.0198,1.9,61,0,5.94,KZ,1710430865
416,kurayoshi,35.4333,133.8167,6.46,79,3,2.34,JP,1710430865
417,hays,30.0502,-98.0336,23.23,85,100,3.13,US,1710430865
418,laguna,38.421,-121.4238,12.38,47,0,8.23,US,1710430865
419,solnechnyy,50.7214,136.6319,-14.98,97,97,1.18,RU,1710430866
420,kemijarvi,66.7131,27.4306,-0.09,91,100,7.59,FI,1710430866
421,chasong,41.4608,126.6414,-2.79,85,43,1.93,KP,1710430867
422,brandon,27.9378,-82.2859,27.19,74,0,2.57,US,1710430867
423,pitea,65.3172,21.4794,2.05,94,62,2.85,SE,1710430867
424,carutapera,-1.195,-46.02,29.91,71,100,3.51,BR,1710430867
425,keflavik,64.0049,-22.5624,2.95,64,75,6.69,IS,1710430598
426,choibalsan,48.0667,114.5,-10.59,81,57,2.38,MN,1710430868
427,akhisar,38.9185,27.8401,13.4,64,69,2.39,TR,1710430868
428,akureyri,65.6835,-18.0878,-2.04,64,75,5.14,IS,1710430868
429,howrah,22.5892,88.3103,28.0,83,40,3.09,IN,1710430869
430,awjilah,29.1081,21.2869,20.97,27,12,4.49,LY,1710430869
431,thunder bay,48.4001,-89.3168,1.99,69,75,3.6,CA,1710430624
432,yigo village,13.5361,144.8886,25.62,80,20,6.69,GU,1710430869
433,hirara,24.8,125.2833,17.15,77,71,1.54,JP,1710430870
434,kayangel,8.0823,134.7173,27.5,78,99,8.96,PW,1710430870
435,arno,60.1167,18.6333,5.44,79,100,7.47,SE,1710430870
436,port lincoln,-34.7333,135.8667,17.5,79,47,9.57,AU,1710430870
437,papar,5.7333,115.9333,27.0,84,92,1.37,MY,1710430871
438,salinas,36.6777,-121.6555,13.88,42,0,2.57,US,1710430871
439,bettiah,26.8,84.5,24.51,24,0,4.29,IN,1710430871
440,tocopilla,-22.092,-70.1979,23.01,77,97,3.53,CL,1710430633
441,talara,-4.5772,-81.2719,32.42,51,0,3.09,PE,1710430872
442,tarfaya,27.9358,-12.9218,18.63,79,0,6.19,MA,1710430765
443,dalton,34.7698,-84.9702,21.88,63,0,2.57,US,1710430872
444,siran,40.1894,39.1267,5.38,71,50,2.55,TR,1710430872
445,nelson bay,-32.7167,152.15,21.73,88,100,6.71,AU,1710430873
446,baglung,28.2719,83.5898,14.55,38,37,2.64,NP,1710430873
447,la sarre,48.8002,-79.1996,0.71,99,100,2.37,CA,1710430873
448,rio preto da eva,-2.6994,-59.6997,33.02,56,88,2.56,BR,1710430873
449,tibanbang,6.6315,126.1055,26.4,82,98,2.24,PH,1710430874
450,saint-philippe,-21.3585,55.7679,27.77,86,75,5.98,RE,1710430874
451,puerto gaitan,4.3133,-72.0816,31.51,60,99,2.69,CO,1710430874
452,petrolina,-9.3986,-40.5008,31.03,58,40,4.12,BR,1710430874
453,saveh,35.0213,50.3566,14.48,41,16,2.79,IR,1710430875
454,spring creek,40.7266,-115.5859,-0.89,71,59,0.89,US,1710430875
455,glace bay,46.1969,-59.957,4.25,90,100,5.14,CA,1710430875
456,harper,4.375,-7.7169,29.96,72,91,3.81,LR,1710430875
457,mbuji-mayi,-6.15,23.6,29.39,66,5,2.27,CD,1710430876
458,puerto lopez,4.0845,-72.956,28.76,70,100,2.06,CO,1710430876
459,passi,11.15,122.65,25.35,87,67,3.54,PH,1710430876
460,nogliki,51.8333,143.1667,-14.25,90,72,2.68,RU,1710430877
461,along,28.1667,94.7667,14.18,75,98,0.64,IN,1710430877
462,khark,29.2614,50.3306,22.01,60,100,5.14,IR,1710430877
463,el abiodh sidi cheikh,32.893,0.5484,23.13,20,15,5.42,DZ,1710430878
464,christchurch,-43.5333,172.6333,10.3,81,97,0.89,NZ,1710430878
465,aral,40.5156,81.2636,11.09,88,37,5.55,CN,1710430878
466,salekhard,66.53,66.6019,-23.7,97,12,2.13,RU,1710430878
467,gisborne,-38.6533,178.0042,19.55,72,98,5.43,NZ,1710430879
468,ndende,-2.4008,11.3581,30.69,68,87,1.91,GA,1710430879
469,camana,-16.6228,-72.7111,22.46,86,100,3.03,PE,1710430879
470,portland,45.5234,-122.6762,5.32,92,40,1.34,US,1710430802
471,cardona,14.45,121.2167,26.48,79,50,2.84,PH,1710430880
472,las heras,-46.5419,-68.9359,15.98,29,40,12.32,AR,1710430880
473,alvorada,-12.48,-49.1247,33.02,54,90,1.88,BR,1710430880
474,vung tau,10.346,107.0843,26.46,77,100,7.71,VN,1710430880
475,bahir dar,11.5936,37.3908,25.79,41,94,4.53,ET,1710430881
476,yanam,16.7333,82.2167,25.32,78,36,2.41,IN,1710430597
477,medenine,33.355,10.5055,20.63,37,53,7.03,TN,1710430814
478,dzhangala,49.2167,50.3333,1.7,58,7,4.17,KZ,1710430881
479,tongliao,43.6125,122.2653,6.01,51,87,5.16,CN,1710430881
480,tosontsengel,48.7567,98.2839,-6.68,94,100,0.94,MN,1710430882
481,castelnaudary,43.3183,1.9545,20.24,73,93,3.13,FR,1710430882
482,cascais,38.6979,-9.4215,19.73,91,75,6.26,PT,1710430882
483,durres,41.3231,19.4414,16.1,69,1,2.52,AL,1710430585
484,pechora,65.1472,57.2244,-14.52,96,72,2.68,RU,1710430883
485,guajara mirim,-10.7828,-65.3394,31.09,70,40,3.09,BR,1710430883
486,tamanrasset,22.785,5.5228,28.95,6,0,7.2,DZ,1710430716
487,minot air force base,48.4209,-101.3391,1.1,92,100,5.14,US,1710430883
488,safi,32.1667,-8.8333,22.22,51,9,6.24,MA,1710430884
489,mossel bay,-34.1831,22.146,21.96,75,76,4.1,ZA,1710430884
490,stony plain,53.5334,-114.0021,2.33,61,0,0.89,CA,1710430884
491,hoemul-li,41.4339,129.67,6.18,52,100,3.09,KP,1710430884
492,pangody,65.85,74.4859,-23.12,95,54,3.46,RU,1710430885
493,broumov,50.5857,16.3318,11.2,68,98,1.29,CZ,1710430885
494,kourou,5.1552,-52.6478,31.03,59,21,3.5,GF,1710430885
495,gobabis,-22.45,18.9667,33.77,11,0,4.6,NA,1710430885
496,thinadhoo,0.5333,72.9333,28.53,71,11,4.16,MV,1710430886
497,mangrol,21.1167,70.1167,22.74,69,0,5.9,IN,1710430886
498,la huerta,19.4667,-104.65,29.05,23,23,0.64,MX,1710430887
499,brookings,44.3114,-96.7984,7.83,54,20,6.17,US,1710430887
500,minas de marcona,-15.2119,-75.1103,22.83,60,93,4.33,PE,1710430887
501,emerald,-23.5333,148.1667,24.63,70,1,3.53,AU,1710430887
502,kone,-21.0595,164.8658,25.21,92,89,1.72,NC,1710430888
503,kuraymah,18.55,31.85,36.83,8,3,5.59,SD,1710430888
504,joshimath,30.5667,79.5667,2.53,51,1,4.44,IN,1710430888
505,gillette,44.2911,-105.5022,0.03,94,100,4.63,US,1710430888
506,evergreen,39.6333,-105.3172,-2.22,94,100,2.68,US,1710430889
507,la'ie,21.6477,-157.9253,22.98,94,80,5.76,US,1710430889
508,mildura,-34.2,142.15,18.93,71,54,4.89,AU,1710430889
509,rabigh,22.7986,39.0349,27.75,73,32,0.9,SA,1710430889
510,balykchy,42.4557,76.1861,1.12,58,98,7.1,KG,1710430890
511,ende,-8.8432,121.6623,23.79,93,100,3.67,ID,1710430890
512,ancud,-41.8697,-73.8203,14.28,60,65,2.97,CL,1710430890
513,dakhla,23.6848,-15.958,21.01,78,0,8.75,EH,1710430891
514,palikir - national government center,6.9248,158.1611,25.41,94,100,1.54,FM,1710430891
515,kiama,-34.6833,150.8667,19.44,92,100,0.45,AU,1710430891
516,saldanha,-33.0117,17.9442,25.03,73,68,6.49,ZA,1710430891
517,axim,4.8699,-2.2405,30.28,71,76,5.0,GH,1710430892
518,codrington,-38.2667,141.9667,13.75,72,18,6.17,AU,1710430892
519,parras de la fuente,25.4167,-102.1833,22.67,16,100,4.89,MX,1710430893
520,saint-pierre,-21.3393,55.4781,27.82,74,0,1.03,RE,1710430893
521,tabou,4.423,-7.3528,29.43,77,77,4.09,CI,1710430893
522,cuito,-12.3833,16.9333,22.21,78,51,2.44,AO,1710430893
523,doka,13.5167,35.7667,37.93,11,8,2.35,SD,1710430894
524,la passe,45.5549,-0.8967,20.13,68,55,2.12,FR,1710430894
525,guerrero negro,27.9769,-114.0611,16.06,63,87,5.47,MX,1710430894
526,aldama,22.9167,-98.0667,26.94,74,100,2.68,MX,1710430894
527,sambava,-14.2667,50.1667,26.6,82,97,4.3,MG,1710430895
528,guayaramerin,-10.8368,-65.3614,31.03,70,40,3.09,BO,1710430895
529,bomadi,5.1593,5.9252,29.65,68,100,3.85,NG,1710430895
530,hami,42.8,93.45,7.17,34,100,7.94,CN,1710430896
531,acapulco de juarez,16.8634,-99.8901,26.9,61,20,1.03,MX,1710430896
532,villa ocampo,-28.4875,-59.3551,37.54,42,100,5.98,AR,1710430896
533,alta,69.9689,23.2717,-4.89,82,100,1.03,NO,1710430896
534,santana,-0.0583,-51.1817,27.1,94,40,2.06,BR,1710430897
535,dryden,49.7833,-92.7503,-0.84,80,0,2.57,CA,1710430897
536,cockburn town,21.4612,-71.1419,25.11,81,43,8.04,TC,1710430897
537,madimba,-10.4,40.3333,30.62,74,75,2.06,TZ,1710430897
538,mirny,62.5353,113.9611,-26.64,100,73,1.82,RU,1710430834
539,sinabang,2.4803,96.3801,26.88,80,99,2.21,ID,1710430898
540,kirakira,-10.4544,161.9205,27.71,89,100,1.99,SB,1710430898
541,olovyannaya,50.95,115.5667,-10.04,79,10,3.39,RU,1710430899
542,trairi,-3.2778,-39.2689,31.04,65,100,4.38,BR,1710430899
543,noumea,-22.2763,166.4572,27.22,99,86,2.79,NC,1710430899
544,an nuhud,12.7,28.4333,36.62,8,68,2.6,SD,1710430899
545,jiangzi,28.95,89.6333,-4.29,45,0,3.51,CN,1710430900
546,farasan,16.7022,42.1183,28.8,72,0,8.29,SA,1710430900
547,naze,28.3667,129.4833,12.51,73,10,1.52,JP,1710430900
548,carbonear,47.7332,-53.2148,2.91,85,80,7.23,CA,1710430900
549,nouadhibou,20.931,-17.0347,25.99,53,0,6.69,MR,1710430901
550,kirensk,57.7853,108.1119,-9.46,97,100,1.79,RU,1710430901
551,benguela,-12.5763,13.4055,28.9,72,28,3.57,AO,1710430901
552,hasilpur,29.7122,72.5553,21.75,29,0,4.86,PK,1710430902
553,knyaze-volkonskoye,48.4642,135.4567,-3.81,100,65,1.12,RU,1710430902
554,najran,17.4924,44.1277,30.36,26,86,4.42,SA,1710430902
555,wajir,1.7471,40.0573,37.98,27,40,4.12,KE,1710430902
556,benemerito de las americas,16.5167,-90.6439,28.7,61,99,2.23,MX,1710430903
557,laascaanood,8.4774,47.3597,28.74,28,25,4.38,SO,1710430903
558,trosa,58.8962,17.5481,11.23,92,100,5.78,SE,1710430830
559,angel r. cabada,18.5833,-95.4333,28.88,65,100,3.37,MX,1710430903
560,merizo village,13.2658,144.6691,26.31,83,100,7.8,GU,1710430904
561,ciudad fernandez,21.95,-100.0,26.86,35,42,1.09,MX,1710430904
562,pikalevo,59.5183,34.1664,3.18,87,100,5.08,RU,1710430904
563,bechar,31.6167,-2.2167,25.18,13,0,2.06,DZ,1710430904
564,dwarka,22.2394,68.9678,22.92,64,0,4.11,IN,1710430905
565,ribeira brava,32.65,-17.0667,22.62,76,12,3.46,PT,1710430905
566,cooper's town,26.8667,-77.5167,22.22,72,60,4.74,BS,1710430905
567,beaufort,5.3473,115.7455,24.31,86,88,1.1,MY,1710430905
568,el bayadh,33.6832,1.0193,17.18,30,0,5.2,DZ,1710430906
569,kimbe,-5.5502,150.1429,25.39,94,100,0.82,PG,1710430783
570,akhmet'a,42.0311,45.2075,7.29,78,100,1.1,GE,1710430821
571,inari,68.906,27.0288,-3.89,97,100,1.98,FI,1710430906
572,xichang,27.8964,102.2634,11.22,56,2,1.41,CN,1710430907
573,doume,4.2333,13.45,24.53,70,67,3.92,CM,1710430907
574,coahuayana de hidalgo,18.7,-103.6583,29.92,26,43,1.48,MX,1710430907
575,edgewater,28.9889,-80.9023,26.73,63,0,2.06,US,1710430907
576,ouricuri,-7.8825,-40.0817,31.56,49,97,2.38,BR,1710430908
577,punta del este,-34.9667,-54.95,23.26,83,100,6.71,UY,1710430867
578,fortuna,40.5982,-124.1573,9.19,100,75,0.0,US,1710430908
579,monte alegre de minas,-18.8706,-48.8808,32.06,43,49,2.49,BR,1710430908
580,nanakuli,21.3906,-158.1547,22.97,86,100,3.6,US,1710430909
581,salalah,17.0151,54.0924,28.05,69,75,3.6,OM,1710430146
582,watford city,47.8022,-103.2832,0.92,100,100,3.6,US,1710430909
583,iquique,-20.2208,-70.1431,23.02,73,79,2.16,CL,1710430909
584,dunda,-8.1167,34.25,22.37,80,34,1.35,TZ,1710430910
585,newman,37.3138,-121.0208,10.58,50,0,7.15,US,1710430910
586,vyazemskiy,47.5378,134.7525,-8.02,95,59,1.76,RU,1710430910
587,kesan,40.8558,26.6303,11.27,81,100,2.9,TR,1710430910
588,zeribet el oued,34.6828,6.5111,24.15,17,1,1.36,DZ,1710430911
589,sars,56.5502,57.1366,-2.75,96,100,5.88,RU,1710430911
590,milagres,-7.3133,-38.9456,31.53,59,97,2.82,BR,1710430911
591,hamburg,53.55,10.0,16.88,59,20,6.69,DE,1710430752
592,portales,34.1862,-103.3344,10.61,55,100,6.3,US,1710430912
593,tsiombe,-25.3,45.4833,24.22,82,84,0.25,MG,1710430912
594,santa vitoria do palmar,-33.5189,-53.3681,32.83,40,99,1.87,BR,1710430912
595,am timan,11.0297,20.2827,39.8,7,91,4.35,TD,1710430913
596,rio blanco,18.8333,-97.15,27.7,28,100,0.48,MX,1710430913
597,northam,51.0333,-4.2167,12.99,96,100,7.95,GB,1710430913
598,filey,54.21,-0.2892,13.82,84,99,3.58,GB,1710430914
